PLOTID,Geo id,Area ha,Country,system:index,EUFO 2020,GLAD Primary,TMF undist,JAXA FNF 2020,GFC TC 2020,GLAD LULC 2020,ESA TC 2020,TMF disturbed,RADD alerts,TMF plant,Oil palm Descals,Oil palm FDaP,Cocoa ETH,WDPA
1123,bd777f092ec5b4fcb79e209b20b84f9f54080ce1bb664b1b5b2ac3a05f458d51,1.4,CIV,0000000000000000091d,87,0,14,100,51,100,100,70,-,0,0,0,99,-
1124,469a6b075951076c20f653224b83487f06ccee03e133735fca930fd5c46e61e8,1.4,CIV,0000000000000000097b,89,0,45,100,69,100,100,55,-,0,0,0,6,-
1125,64ced563ba2edce837c5e74580cf1d5fd5b402f8035cfd350e92ed2d528b1576,1.4,CIV,00000000000000000980,97,0,25,100,94,100,100,47,-,0,0,0,23,-
1126,703119a8a1c86f6c42cbc6b96bc47240e0407eff9c7efef5682c314e0d808483,1.4,CIV,000000000000000009a0,100,0,6,100,87,100,100,70,-,0,0,0,0,-
1127,281d22ae24a0d36ae3710b04b7d0400b7f62ddc27742863fc88f5f34c5542ab9,1.4,CIV,00000000000000000bc3,91,0,13,100,100,95,75,70,-,0,0,0,94,-
1128,c1da41a5dbad9389f160af76d7beefa414bdbb791ff81b8d7b0828815263aeed,1.4,CIV,00000000000000000efd,100,0,19,74,72,80,100,81,-,0,0,0,0,-
1129,3b81f40f6dc2edabd8595d62145c93dcd90c93661457a112a291fbbdce69c9b0,1.4,CIV,000000000000000011cc,61,0,15,97,68,83,99,63,-,0,0,0,1,-
1130,a10afe6ebc0ce89a3b1272a02f212ab78ebc44889ce2536015b9ab2b65dc5203,1.4,CIV,00000000000000001273,100,0,49,100,100,100,100,51,-,0,0,0,16,-
1131,bc5dbc7a18799a6fab8f62590f2bf57ebc42d24da78dc99edf74a8219a9c62c1,1.4,CIV,000000000000000004ba,100,0,81,100,92,100,100,19,-,0,0,0,50,-
1132,0f4189dc68a103469fd7f69d6c964c4f6221266622213c6e74298187b6317442,1.4,CIV,0000000000000000057d,71,0,14,100,67,100,100,66,-,0,0,0,100,-
1133,abdf7a954c427b7ac5b9d21d9a12d7e625033e0b52642e3ce911b1d1dc3fc771,1.4,CIV,0000000000000000060e,36,0,29,94,27,72,87,66,-,0,0,0,0,-
1134,0ecc306fcffda9bab289130d7db86d80f235386920551586426465635711fad8,1.4,CIV,0000000000000000075a,100,0,80,100,92,100,100,20,-,0,0,0,91,-
1135,23373f3fc045d7c999f55db6d02288dc194d3bc1bafc0a3457f2563fcfde1951,1.4,CIV,00000000000000000834,100,0,77,100,100,100,100,23,-,0,0,0,0,-
1136,2bffed0aca136fd16332ebfb1e2f16c37c90f0b4e482cad56fa1fe74dfbe2128,1.4,CIV,0000000000000000086b,100,0,69,100,100,100,100,31,-,0,0,0,0,-
1137,c149bab18bdc306bb1b3045ece090ab941fc33e5b290ba857e288b25ef2f6bb4,1.4,CIV,000000000000000008dc,51,0,15,98,51,85,100,59,-,0,0,0,100,-
1138,2bae14bd87e93b224a126d25528093dc522c6c151cac5a556e237f40165878f4,1.4,CIV,00000000000000000933,89,0,69,100,99,94,100,27,-,0,0,0,89,-
1139,1a022b0b10ac5ab8a71c205d0c3e7e0a69d9e1450e89f83563c158849e42535d,1.4,CIV,00000000000000000c21,100,0,45,100,54,100,100,55,-,0,0,0,0,-
1140,baceabd6716b1726356d94de69cf22a793c756d1a4935b5eee7a47df67cc89f3,1.4,CIV,00000000000000000d0d,100,0,59,100,97,100,100,39,-,0,0,0,0,-
1141,8ed13e36cee04c1897ae0f1677836b133f76ca68ebdd9a9256cd15542579fb99,1.4,CIV,0000000000000000053b,100,0,44,100,97,100,100,56,-,0,0,0,0,-
1142,07f53961d939d0b894163c2be1ad5ec029f0eb144fc5559b9072602b4c8b62e5,1.4,CIV,000000000000000006c4,100,0,79,100,73,93,87,21,-,0,0,0,55,-
1143,ff8600aafd28cdb0310d4dd4d3b1e728bbef04a2ecc7d979d9002f87b58e0145,1.4,CIV,000000000000000006c5,99,0,87,100,91,100,80,13,-,0,0,0,0,-
1144,dcc5e462422adc1612c91fcde272c32c0135ddebd0d7b36c06be242137dfecdb,1.4,CIV,000000000000000008be,100,0,51,100,70,85,99,49,-,0,0,0,100,-
1145,b9fe7574c1f5e3fd43813c7ff29e68c7e738470c370961cc79170e0060321525,1.4,CIV,0000000000000000101f,81,0,0,100,100,80,100,19,-,0,0,0,18,-
1146,7512a7dba66ea7852cfb9fe89566b20b6ed2a1ca10a78ae48542315a0c05bdde,1.4,CIV,00000000000000001229,87,0,23,100,62,77,100,77,-,0,0,0,0,-
1147,6a74599ac490f2d4b304d107ee7035a33f549c323b3f0fb3f6b845168dcda2be,1.4,CIV,000000000000000013e1,57,0,35,87,100,58,40,65,-,0,0,0,0,-
1148,f1eff525ef96c8c4735258dd7c9c8b990358a1b04ac4ecb2824676e408dce0cf,1.4,CIV,000000000000000000b6,100,0,48,100,90,100,100,46,-,0,0,0,38,-
1149,52d729cb69c97f1f70fdb6f2b18a18d98a6b6ff0e68125131554c070491c2bb1,1.4,CIV,000000000000000000c7,100,0,42,100,91,98,97,42,-,0,0,0,24,-
1150,4c29ae9f36d885cc6a663aaa4f0f5a124b00a3a442869e27505c405a19bc0088,1.4,CIV,000000000000000000ee,100,0,18,100,93,100,100,66,-,0,0,0,0,-
1151,30a078181eb0dffa593d8fd6c8d175f4067f3bad495f1fbcc8a719762a6afd77,1.4,CIV,000000000000000010e5,72,0,20,100,65,95,100,80,-,0,0,0,13,-
1152,aaea35b31af0a31d50d5a87dfd51a1bd079fc6c71c75b146e33a471a022f00da,1.4,CIV,000000000000000011ae,56,0,8,100,69,100,100,41,-,0,0,0,0,-
1153,8c3c6e4f2a171d646e4bffddcc3399d79dbb21ba7e9e3ca6201aad88663787c2,1.4,CIV,0000000000000000024f,86,0,7,100,88,100,100,93,-,0,0,0,0,-
1154,694055bbfbbf045175a431c71d6b4987c0710da60a73bd42d0c7b25271392f27,1.4,CIV,000000000000000008fa,100,0,77,100,100,100,100,23,-,0,0,0,0,-
1155,e02fe5faffdb19c633ab56f1a9e710cc832ceb8cc710e5b3f7c0b774aa7665b2,1.4,CIV,00000000000000000998,69,0,8,100,88,100,100,45,-,0,0,0,100,-
1156,c3308a8e6b076612b1ce3bc15073f66523cc2dcd118420659d4c01c49dcbbf83,1.4,CIV,00000000000000000ab8,100,0,87,100,96,100,100,13,-,0,0,0,0,-
1157,d961b50cba495d4f5a1db00c111d5276f6e5b58df7f809be22e804a7834decb5,1.4,CIV,00000000000000000b68,100,0,0,100,100,100,28,98,-,0,0,0,36,True
1158,1b249355fdea5ac0f7ef5d1f029f81f920dc5a550186ededbb43824e858e7311,1.4,CIV,00000000000000001198,100,0,84,100,100,100,100,16,-,0,0,0,0,-
1159,20e2e28035fb7e02d529f31517e0e95b63d46e4d14a4c41ec1e1a6174c51153f,1.4,CIV,000000000000000014e5,3,0,0,100,90,13,38,12,-,0,0,0,0,-
1160,daa77583cf503b68b6f6eb633104ca66ba307372b2916e01e59dbf84f9fafb8d,1.5,CIV,00000000000000000069,40,0,1,100,16,94,96,67,-,0,0,0,41,-
1161,3323a1e4042e487c7c50830fc7d8b62b64fbe6512aa7a8ec6ca9c1640ebe738e,1.5,CIV,000000000000000002c7,100,0,3,100,83,100,100,90,-,0,0,0,89,-
1162,e4a720921f43fef4cc275fcabb340fe820680f6a33b62f2dbda19d7e3e1472a3,1.5,CIV,0000000000000000035f,100,0,84,100,100,100,100,15,-,0,0,0,0,-
1163,6b999969901b76be0fb980ba728c20be87fdbd24359bed9ca340f2e599e69092,1.5,CIV,000000000000000003fb,89,0,51,95,51,72,95,49,-,0,0,0,0,-
1164,f83de25ab1a991ddd4793c4c86c896f4cf3d8fc7de806a33790ea601419081a8,1.5,CIV,00000000000000000530,85,0,40,100,85,100,100,60,-,0,0,0,42,-
1165,03d54654f657a51e4e386047c3958ad7af012d680e612f5753cee13c5f68d8d7,1.5,CIV,00000000000000000543,100,0,19,100,50,90,100,72,-,0,0,0,53,-
1166,47d505e02e0843f5746d2e6e76418bd8e001a6caf0e5633e7af8b0a680623d61,1.5,CIV,00000000000000000840,100,0,55,100,90,100,100,44,-,0,0,0,91,-
1167,694dae9527af40e21e25cbbcd3799b604f2e541cb795f3110768ef30bb1125b1,1.5,CIV,0000000000000000096f,100,0,50,100,54,100,100,50,-,0,0,0,4,-
1168,188b8e2e3fd4b6b548f3a19c8580145ffa3a07ed14351f3810a2f1c67ffd9b71,1.5,CIV,00000000000000000bfa,45,0,20,100,80,52,100,28,-,0,0,0,12,-
1169,012eea9674c4bbb10c03d15b754063727100ec0cec33fd7893700b21c5e07e6b,1.5,CIV,00000000000000000d0f,73,0,5,100,61,99,64,86,-,0,0,0,14,-
1170,456367c557bb73dd8581b4a9983d486eba1b015f3c0376a2a8a6c14bdacce1a1,1.5,CIV,0000000000000000130f,14,0,0,92,60,16,0,32,-,0,0,0,0,-
1171,6171df9de4cf8c79a69122f5eb87a8e672cfc62de6cc1909a4ed489d966c3192,1.5,CIV,0000000000000000144e,100,0,27,100,86,99,100,73,-,0,0,0,54,-
1172,118424f50d3b17f2c0121181f5f5d128a11bcfc621138231bbbe919853836733,1.5,CIV,00000000000000001478,100,0,67,100,84,100,100,33,-,0,0,0,0,-
1173,c7607bedbafd7497b7664b011c3ae392ddb812741fe7ac408a2415b53c6e89eb,1.5,CIV,00000000000000000028,3,0,0,51,70,16,38,0,-,0,0,0,0,-
1174,c5abfcd5c5e92f6e4f6e0b11cdb173abefb73e171164687ac5dd1fc3a331ddd6,1.5,CIV,00000000000000000552,95,0,59,100,96,100,100,39,-,0,0,0,99,-
1175,dabcbbf566bafdaeae567912dbcb7290eaca9cc138eb44d029d58aded71e7288,1.5,CIV,000000000000000007a8,100,0,49,100,68,100,100,51,-,0,0,0,32,-
1176,6c7664c7627c37aebedb844a7f15fe184074e33befa79a0926dc255cda4866d8,1.5,CIV,00000000000000000adb,44,0,26,100,56,97,99,48,-,0,0,0,27,-
1177,e4e7d4f7de720e734497e7a7f3148b6d9e1b7713cbc89dc2b61645e454e661d4,1.5,CIV,00000000000000000f03,72,0,41,100,35,88,100,59,-,0,0,0,43,-
1178,70e9c725208731dd8abf6c0336c698237b00e29e11b00e5f714c32cebdd21dbe,1.5,CIV,00000000000000001017,77,0,22,100,89,95,86,78,-,0,0,0,0,-
1179,14a87acf3a36bfcd5b97f125072cd4894b706c2fe3da10a7fb2130c18e736763,1.5,CIV,00000000000000001133,100,0,43,100,95,100,100,49,-,0,0,0,0,-
1180,4e7d8a132d23b799c33993eefeccad26d4e1d88d32193317a1ba3f1bef1486d3,1.5,CIV,00000000000000001388,100,0,26,100,91,100,100,74,-,0,0,0,0,-
1181,d056b6acebb1b398f77e17ace86042cb5391866e29a6f9c4012e2b3f9288a31d,1.5,CIV,000000000000000014ad,99,0,58,94,9,99,56,42,-,0,0,0,0,-
1182,c9fb6dc63487af59d1baf152cc2372daece9da69fe86649d96355fb6fb2ea568,1.5,CIV,0000000000000000019a,100,0,37,100,60,100,97,57,-,0,0,0,0,-
1183,f91f470e83d8de9713ecd574529089f00c149fd073ad62a37d20576f903405d6,1.5,CIV,0000000000000000026d,90,0,50,100,70,100,99,50,-,0,0,0,86,-
1184,1ed87f182acc47ac15f29d05a591b33673ae9aff7fc1894eb3b4d52074c7095f,1.5,CIV,00000000000000000818,100,0,40,100,50,77,100,60,-,0,0,0,17,-
1185,ee3ff746a9751aeaf2c17a4ddb9cfb54148c69e1af3ff4f28e7a33b5dc233a9e,1.5,CIV,00000000000000000a11,60,0,0,100,16,67,100,99,-,0,0,0,0,True
1186,d84de24cd91b6c286917ce5f3700bae56726ddaa9970c6faf9f869c3f97da22b,1.5,CIV,00000000000000000ae4,100,0,77,100,91,100,96,23,-,0,0,0,0,-
1187,eacf405854c726ed3ed0d7c0f3b61e513be8ad2e6ee26a278b7f37579fe609a6,1.5,CIV,00000000000000000c0a,94,0,45,100,94,100,100,46,-,0,0,0,74,-
1188,a4bb04d75431f781b3bed2fcb3d5910c0cdde36d337c3f1a9acc6b8dd91e53f1,1.5,CIV,00000000000000000c47,81,0,18,100,78,100,100,82,-,0,0,0,10,-
1189,89df66fc9993e81cc4b5194e81cc1394c1607db4ab587fbb5cc5bd72972ba90f,1.5,CIV,00000000000000000ce1,98,0,46,100,99,99,81,44,-,0,0,0,28,-
1190,b1e770aea99f3247c1725b33001c01aad2954a9e3e60bf13ef21a0c68032adac,1.5,CIV,0000000000000000121d,40,0,0,100,42,69,49,70,-,0,0,0,0,-
1191,f7f770c48264619522129352736af721c30935d8d0d53c36e0b73362b83c151a,1.5,CIV,00000000000000000376,100,0,52,100,77,99,100,43,-,0,0,0,0,-
1192,1e33d98d221c4ce9f79d66c3821b72450e8770a6efb18fe99e4d90b589875952,1.5,CIV,00000000000000000a16,41,0,23,100,51,87,100,45,-,0,0,0,57,-
1193,23556781a6a976fb10a0576442b788ebf02cf44b263bc1733ec4bee6b1d18fb8,1.5,CIV,00000000000000000a8a,67,0,24,100,72,99,91,67,-,0,0,0,93,-
1194,1d9adc63d8d59692f33a13bd9ec72fba5270b60f6a0a6bb64f8ebc26f72592c1,1.5,CIV,00000000000000000b3b,100,0,37,100,56,84,98,63,-,0,0,0,0,-
1195,9fc9e199e0aa53c310999c7347794bd37787a95e561011d0fb06666edd5f6ba6,1.5,CIV,00000000000000000c9e,46,0,18,100,46,89,97,82,-,0,0,0,100,-
1196,854e700e90ac6a10e43b867e625670ac77d4cb3cf4fa5cc0e7ee1caeddc7169f,1.5,CIV,00000000000000000d3f,98,0,43,100,92,99,88,55,-,0,0,0,15,-
1197,ac485212735f75b59386761a232b3f4ca003aeb6edd3c3b5b5a20a5d4cd1a4c1,1.5,CIV,00000000000000000eaf,86,0,31,100,83,100,99,69,-,0,0,0,45,-
1198,17ec30fe40c3e53aa3321f67382d103e06507239ed031fa438a493b106b40ebd,1.5,CIV,00000000000000000fbd,100,0,22,100,41,100,84,71,-,0,0,0,0,-
1199,acbca9464e08c78c44bfc791304778cf35c59f721d12774242182f3a1e948810,1.5,CIV,00000000000000001015,92,0,19,98,76,93,100,75,-,0,0,0,0,-
1200,87b45575cf6121caa612cbcfa4419f83816be300fceeda0ddd35eefab9b50b3e,1.5,CIV,00000000000000001154,65,0,5,100,77,94,100,78,-,0,0,0,98,-
1201,ea5ef0ff8d6a4112b834c32072bfbaf57c360f8e70ae5174de533195346bff0b,1.5,CIV,00000000000000001348,69,0,26,100,80,100,97,70,-,0,0,0,0,-
1202,57b7ad07afd455bd7facdb9b50fde71246596127be9098b37e2df5a7ef6a62fe,1.5,CIV,0000000000000000146b,68,0,7,100,39,89,97,93,-,0,0,0,0,-
1203,a4c7e5458985f95cfc3cd1a03c214026579911834643ff9f9e50cf8b58760522,1.5,CIV,00000000000000000084,100,0,9,100,89,99,89,83,-,0,0,0,0,-
1204,9c792dc417b336e3a12994fa00fb68efcc69a2ac135b15fce31cec896da491e1,1.5,CIV,000000000000000000cf,68,0,3,95,85,90,100,93,-,0,0,0,31,-
1205,261bdcbcbb657d0e92233124446bd84053e851431e267ff382ba9bd12f3a51df,1.5,CIV,000000000000000001fd,23,0,7,99,42,67,79,87,-,0,0,0,0,-
1206,c2d8a93d2b834534ac4f2bd0ce22ea1b7986a10fd0ca62daafa4b1778dc8e05b,1.5,CIV,000000000000000004bb,100,0,38,100,55,100,100,56,-,0,0,0,0,-
1207,92b680b20037f85c31276daa2db91cf55116d15bfc30545f005fc2e3904c0b89,1.5,CIV,00000000000000000576,48,0,0,100,84,71,85,75,-,0,0,0,100,-
1208,58cc534500b09f9e90bf7648e27551c7e95ac42d7dd10bd5b8741383bb316fbf,1.5,CIV,00000000000000000b05,100,0,77,100,74,100,86,23,-,0,0,0,100,-
1209,eab961a426ddde817c6dbbb18be611b34c77468280f917b762511eeadbe716af,1.5,CIV,00000000000000000bda,100,0,96,100,100,100,100,4,-,0,0,0,0,-
1210,8481f3cb23e22caaad386d75e7a0c8c688229908c176cecfee7b13ba9ed1b370,1.5,CIV,00000000000000000f13,100,0,9,100,94,100,100,91,-,0,0,0,0,-
1211,ebd990a04b69590a6e3b2e0a09cb6b63d7147d0d37f8ae01dcb2a5db8d5d3852,1.5,CIV,00000000000000001020,76,0,53,100,85,100,100,47,-,0,0,0,100,-
1212,ad9d8696559b8b266a64e81621c60856e06a45151aa12127233070ed244f2adc,1.5,CIV,0000000000000000129f,100,0,20,100,42,100,100,80,-,0,0,0,0,-
1213,b2845fc79f9bc273bae4cc36be6c768c8c7f49f7e6946d51e93b1933896e582c,1.5,CIV,000000000000000013af,100,0,26,100,62,100,100,71,-,0,0,0,100,-
1214,24c051fc2852cee95cee58cff32c39f9a88f03cc769645ad9f96e0f9d6404f52,1.5,CIV,00000000000000000078,100,0,70,100,89,100,100,30,-,0,0,0,89,-
1215,155244727ea613938ceb9174c88d97ef0adbe7388e58c65193edd7b72024e8be,1.5,CIV,0000000000000000033e,100,0,99,96,67,91,88,1,-,0,0,0,0,-
1216,a20282f49976da20887e2454d534303dfab33634a8c74a82ba59e92ca0402af7,1.5,CIV,00000000000000000365,100,0,62,100,100,100,100,37,-,0,0,0,57,-
1217,e84a663a6c28f850d059e9e5eab7d6c8d2d5a5a38a27ad717167fa5d81d26192,1.5,CIV,00000000000000000428,81,0,15,100,86,100,100,82,-,0,0,0,24,-
1218,7b226b5254970640fb6f08a61ba0124931ac98958b048ee1d38114f42d830eed,1.5,CIV,00000000000000000daa,100,0,60,100,100,100,100,40,-,0,0,0,34,-
1219,0a29c90e8fc9c2c519fb49d11aeaa35f12bc9f3c31fc2fffdb00f14c91bf767d,1.5,CIV,000000000000000010b7,100,0,35,100,76,95,99,65,-,0,0,0,0,-
1220,bc105444dc41a5d2bf2898a5bc82690bc379acbc4f3bfb59de53fa4e27e9baab,1.5,CIV,000000000000000011db,28,0,6,65,49,82,36,63,-,0,0,0,0,-
1221,15ca66441655d3686a326d9e8f99f0f099dd2301504dd34736ded394b8018899,1.5,CIV,000000000000000002e7,100,0,86,100,95,100,100,14,-,0,0,0,100,-
1222,eedd1231ec02386b9a86565df8bc8ce0646b1fa6ac380611935a8f8feaf9853d,1.5,CIV,00000000000000000319,100,0,82,100,100,100,100,18,-,0,0,0,13,-
1223,6ebc69032cfbe9eaa9edf8cb6f01e2abd84544fbde37760f7c5bf8edc4691c3a,1.5,CIV,00000000000000000366,1,0,4,25,1,24,7,77,-,0,0,0,0,-
1224,88b4aa7bd0965d6e9f556c74e19dbce94b8d15ef194ce61465e2d95a156d030c,1.5,CIV,00000000000000000408,100,0,47,100,88,100,100,53,-,0,0,0,0,-
1225,c47118b7cc5554ffc717879ea8f36ce680e2b8e14321802fcb000305cf187c4b,1.5,CIV,000000000000000005f1,100,0,30,100,61,100,87,70,-,0,0,0,100,-
1226,94d1d5f3e1453d0d66f12275e63ddf3096c3e0f07c01c07332254a142182e66c,1.5,CIV,00000000000000000c93,39,0,28,100,35,69,97,63,-,0,0,0,100,-
1227,c7b13e5663ac5052bd230745feeacf098ab07a91a63a380ee21368ddeaef9191,1.5,CIV,00000000000000001176,100,0,52,100,76,100,95,48,-,0,0,0,0,-
1228,8f7dd014f7bef757aed096216bda71e9c806b62785abc64559f07d000ce1ea5b,1.5,CIV,00000000000000001226,49,0,7,100,67,86,100,69,-,0,0,0,7,-
1229,5ba6cc39273103d189af2425f27b5f2ac67e8f4207ffcf4c46db96e957f43032,1.5,CIV,00000000000000001255,100,0,16,100,93,100,100,57,-,0,0,0,0,-
1230,f33543375ce43e1a846abc2ef362a7238b39f728c0f68162d1383f9d0f53b9dc,1.5,CIV,000000000000000012e0,97,0,3,100,88,99,84,74,-,0,0,0,0,-
1231,53b48c3a69e2596e74a07538f39f1baef8abf297c643d1ec2d9bbca546b42252,1.5,CIV,000000000000000014e2,29,0,0,100,50,12,91,9,-,0,0,0,0,-
1232,a0fccaec0c9d8a69911210f41b8a241daaf99e3c2caad7df012351bc41dfb487,1.5,CIV,0000000000000000033d,100,0,68,97,63,69,88,32,-,0,0,0,25,-
1233,4b29ba9c83f885e11d46b644f854c3276647d2cb0cc63e7dabec85f5bbc3c56f,1.5,CIV,000000000000000004f2,100,0,27,100,95,100,100,51,-,0,0,0,0,-
1234,a6dd261ca9e062ce91daa1c4d1d39172eed5d8c4692ce9af4ab6565a4ef92ad5,1.5,CIV,000000000000000006a3,75,0,21,100,45,100,100,72,-,0,0,0,4,-
1235,91461d0757589a3c428ff867fe12ebab9afe8e7ca106c1b380a85846a44bfb66,1.5,CIV,0000000000000000077e,100,0,94,100,95,100,100,6,-,0,0,0,5,-
1236,d9af5db7b224a2d72c005af1f36fa17cde3aa5a9bc8b420d75255da0b37a8b09,1.5,CIV,000000000000000008d4,100,0,96,100,100,100,100,4,-,0,0,0,0,-
1237,0a2ab9b2980c9610e4bd5754e7c2b4d7ae0c8b61148954f3142bb2f3a219d0ec,1.5,CIV,00000000000000000abb,100,0,0,100,80,99,100,98,-,0,0,0,14,True
1238,04768561031ee2b698eaa70c29c2f53ea6c51d2204b758d424dddbf1e8fe11d7,1.5,CIV,00000000000000000cff,100,0,38,100,83,100,97,62,-,0,0,0,19,-
1239,586b24b5595754433b6fd7eadbd81b7f3766ec2068d3db783c5f8479e2a9c49f,1.5,CIV,00000000000000000f02,100,0,100,100,97,100,99,0,-,0,0,0,0,-
1240,dc55f8c3212ed8adbc0f922a06d3b0582530340eefac669585832455fc03b9d6,1.5,CIV,00000000000000001141,100,0,32,100,78,100,100,68,-,0,0,0,0,-
1241,83a57d9972622ff382a678a125452e03fd2418b7aa68ee0e7a471120efb0aca8,1.5,CIV,000000000000000011b3,99,0,0,100,11,84,99,84,-,0,0,0,0,-
1242,3981beaa578575ef706ad8a67a905af029ff2818ea1252e9e93161168d6ca600,1.5,CIV,00000000000000001370,100,0,21,90,91,100,100,79,-,0,0,0,0,-
1243,6517c2e4e9edcd0b6505fa7bed4a9299a4b833bd61ab8c8eb86f7b205681910b,1.5,CIV,00000000000000000035,100,0,27,100,97,97,83,67,-,0,0,0,0,-
1244,8110cbcf1c15ebe8049877719cddfd4aefa87f1ccc6a42e3dc23968ed29a2ac6,1.5,CIV,000000000000000001eb,97,0,36,100,99,100,90,64,-,0,0,0,50,-
1245,b03f698e46d77bc75780689498a0935304b02b750cceb01c97962b2fe38a5a2e,1.5,CIV,000000000000000003f9,100,0,82,100,73,100,100,18,-,0,0,0,0,-
1246,3629c4432a6e4cb4b6bad124449cf4bad151897de98033072268ffafa7606912,1.5,CIV,000000000000000007c9,35,0,32,100,33,100,100,68,-,0,0,0,100,-
1247,665929d7b62b2d4ac5d5155a0690547277e0587d1ee98f006e9aa2cf18b66480,1.5,CIV,000000000000000008b0,72,0,6,100,63,100,82,92,-,0,0,0,38,-
1248,b47d58de8f409c1a6bbede24f1bcd87f4f6d34f96c5c996dafce158ce8fb4ba2,1.5,CIV,00000000000000000bbd,94,0,21,100,85,97,99,77,-,0,0,0,35,-
1249,768c2dafde02deff4c24e9b1f4b3755f0f42095044d88ee1ee96095f71ffcf23,1.5,CIV,00000000000000000be6,100,0,60,100,95,100,100,40,-,0,0,0,0,-
1250,9e3429c88e6f942c312e0634bc751296ac5e400e52f9e25ffe961851dd62bbdf,1.5,CIV,00000000000000000e99,39,0,28,100,23,85,100,61,-,0,0,0,74,-
1251,88e8ba19ccd441dc16f106da0121c57bae2f3a42c1beecfd11f76b4bdb70ca2c,1.5,CIV,00000000000000000ffd,70,0,16,85,79,73,84,82,-,0,0,0,8,-
1252,36d3f42618cc9599d9fb4087d17fa5db1fa5c1d7cd557bd2d42b2bcfdfa565d7,1.5,CIV,0000000000000000111e,100,0,4,100,50,100,100,72,-,0,0,0,0,-
1253,884ba8511250849ab5923ef7f239b45fb2d70d73e79b0b0364d9a95333232325,1.5,CIV,00000000000000001237,100,0,43,100,61,79,100,57,-,0,0,0,0,-
1254,fd253c7784f6aa39d0599b21491f682d28e33a3355ab92103ff61b903d0744f4,1.5,CIV,00000000000000001265,95,0,34,100,97,100,99,66,-,0,0,0,0,-
1255,099f359ee5ecf685d507e25d725a91bd00a1b7671a2a09375b4cb3292d157a29,1.5,CIV,000000000000000014e8,99,0,59,100,99,100,100,41,-,0,0,0,100,-
1256,8df3d262e3db1cbbeb7a1e928a3d17726a3f8df1493422490d8281b49acd015d,1.5,CIV,00000000000000000001,100,0,63,100,92,100,100,36,-,0,0,0,42,-
1257,50f907283986cd2578ee04e22546b9e020002fa469c80fd415fd89a678f5e8e3,1.5,CIV,0000000000000000016c,100,0,30,100,82,100,100,70,-,0,0,0,0,-
1258,8d8602c8a02e47259b6ef21568fbbc7c52bb6b18ad8c6a18b09ae08ccf07d951,1.5,CIV,00000000000000000248,83,0,29,100,80,100,100,66,-,0,0,0,6,-
1259,b2a9b9c7f11b344b519d59ea7ac1d4753b85affcf0ab1b5d198889ba802ccb4d,1.5,CIV,0000000000000000031c,100,0,28,100,90,100,98,72,-,0,0,0,80,-
1260,a039b2daddae6d617779352f7a980bec0df413825da1d069b163d4659bbb50c2,1.5,CIV,0000000000000000036c,65,0,33,100,60,69,100,63,-,0,0,0,0,-
1261,e17d27ae8fc754cb84c7ecb88ed0b8e6cc2c981252755122dc22859af71057e8,1.5,CIV,00000000000000000547,49,0,19,100,42,80,100,80,-,0,0,0,99,-
1262,5955cdb4e6e951e8c916e7cfdefb583f8cf15eed4bff7283ad80afe56e77dd42,1.5,CIV,000000000000000005b3,61,0,8,100,100,100,99,22,-,0,0,0,100,-
1263,29bfaf1bc83d94beb6d5cb092625e864ffb7f30dba7944ef2781633ca88dbd0a,1.5,CIV,00000000000000000e77,100,0,6,100,66,72,100,94,-,0,0,0,15,-
1264,3a3fd72785d02d0613eb6d4c25c84e1fb78d1080f028d1c0f5627e2712ae4fa1,1.5,CIV,00000000000000001290,99,0,17,100,97,100,100,83,-,0,0,0,0,-
1265,e79b5c1344d87d88950b00ae8facbb78762d82090f18ff52f9182fdf1045db45,1.5,CIV,00000000000000000459,52,0,0,100,43,100,99,32,-,0,0,0,10,-
1266,c2bb078053123315a2f61646c8e75a7357c5753f77bdc04d3f61307ad95a335c,1.6,CIV,00000000000000000cca,33,0,0,100,38,86,90,25,-,0,0,0,0,-
1267,c168c9cc05cfe61fbea0dd299b7d45d6a976ec753fb4a64a094ea003c2f82419,1.6,CIV,00000000000000000fc1,95,0,60,100,94,100,100,30,-,0,0,0,0,-
1268,558aac42a29a4cfa6c3171d0a3d7b3af1c83580f6aabc91eb9fea0071aaec579,1.6,CIV,00000000000000001162,100,0,1,100,71,100,100,71,-,0,0,0,0,-
1269,1ab57318fbe75034573fea2898c5f9afec8f1878569878f8c741f6b6646a9653,1.6,CIV,000000000000000012ae,100,0,64,100,87,100,100,36,-,0,0,0,12,-
1270,155f02d994ebc4c87b330f8abe020e106e76e91df7a5f5d1035b645292eeae79,1.6,CIV,000000000000000001e5,92,0,64,100,59,92,92,36,-,0,0,0,0,-
1271,de9eca52e24ead8d3642574f54505403ed44691de43f7e4966535f0f96eba060,1.6,CIV,00000000000000000458,100,0,32,100,59,100,100,68,-,0,0,0,0,-
1272,7c31efb6624926211a2fa6fdda6c6c1fc24fb1f7cef23383cfd8113230fc69d8,1.6,CIV,00000000000000000b8a,100,0,23,100,18,60,84,77,-,0,0,0,47,-
1273,3e65461416d355551e55f535626a1d3e1a63e17a77938207a72b7149a67575ee,1.6,CIV,00000000000000000f46,100,0,72,100,96,100,100,28,-,0,0,0,92,-
1274,fee106eaeba66ce3de36c42d8d0d90ac9dfb65d5ebe7254579841b19868fe738,1.6,CIV,00000000000000000184,86,0,40,100,87,100,100,50,-,0,0,0,0,-
